from,to,year,type,pps
FCB,CA,2017,1,"1,6"
S04,CG,2021,1,"0,4"
BMG,DFA,2023,1,"1,4"
BMG,DH,2019,1,"0,8"
FCN,DH,2012,1,"1,6"
VFLW,DH,2016,1,"0,4"
FKR,DSC,2021,2,1
MKO,DSC,2022,2,"0,5"
FCA,DSCH,2016,1,"1,2"
SVD,DSCH,2016,1,"1,2"
RBL,DT,2022,1,1
S04,DT,2019,1,"0,2"
S04,DWA,2020,1,0
BVB,ETE,2021,1,3
UR,F95,2020,2,"1,2"
DSCH,FCA,2016,2,"1,4"
ENMA,FCA,2022,2,"0,6"
HH,FCA,2020,2,1
MBA,FCA,2016,2,2
MSC,FCA,2019,2,"1,4"
MW,FCA,2021,2,"0,8"
MW,FCA,2012,2,"0,2"
CA,FCB,2016,2,3
HF,FCB,2019,2,"1,8"
JH,FCB,2017,2,3
JN,FCB,2021,2,"2,6"
NK,FCB,2018,2,"2,6"
PGU,FCB,2013,2,"2,6"
TT,FCB,2023,2,2
MKAU,FCI,2016,2,"0,2"
MWA,FCI,2016,2,2
FF,FCK,2021,2,"1,4"
FS,FCK,2012,2,"0,25"
KBA,FCK,2012,2,0
MG,FCK,2019,2,"1,4"
MSCH,FCK,2019,2,0
SB,FCK,2021,2,"1,6"
SR,FCK,2017,2,"1,8"
BSCH,FCN,2019,2,"0,2"
GV,FCN,2013,2,"0,4"
MWIE,FCN,2012,2,"1,2"
RPR,FCN,2014,2,0
RPR,FCN,2013,2,"0,25"
F95,FF,2020,1,"0,6"
FCK,FF,2021,1,2
VFLW,FKO,2022,1,"1,6"
DSC,FKR,2022,1,"0,2"
S04,FKR,2022,1,0
TSGH,FKR,2012,1,0
BSC,FMA,2022,1,"1,4"
VFLW,FMA,2012,1,"0,2"
ABE,FSVM,2019,2,"1,8"
BS,FSVM,2021,2,"0,8"
JML,FSVM,2020,2,"0,2"
JML,FSVM,2019,2,0
KH,FSVM,2014,2,"1,8"
MSC,FSVM,2015,2,"1,6"
SS,FSVM,2017,2,"0,6"
B04,GS,2022,1,1
FCN,GV,2014,1,"0,6"
DAST,H96,2016,2,"1,6"
MF,H96,2015,2,"1,6"
TD,H96,2018,2,"0,6"
TK,H96,2013,2,"1,2"
TS,H96,2015,2,0
FCB,HF,2021,1,2
B04,HH,2018,1,2
FCA,HH,2021,1,"0,8"
S04,HS,2019,1,"1,2"
S04,HS,2012,1,"0,4"
TSGH,HS,2016,1,"0,8"
VFB,HS,2015,1,"1,4"
VFB,HS,2014,1,"1,4"
TSGH,HST,2012,1,"1,2"
BHO,HSV,2018,2,"0,4"
BLAB,HSV,2015,2,"1,4"
BVM,HSV,2013,2,"1,6"
CT,HSV,2018,2,"1,4"
JZ,HSV,2014,2,1
MG,HSV,2016,2,"0,2"
MSL,HSV,2014,2,"1,4"
PKN,HSV,2015,2,0
RC,HSV,2011,2,1
TF,HSV,2011,2,"1,4"
B04,HW,2021,1,1
VFB,HW,2018,1,"0,6"
FCB,JH,2018,1,"2,4"
FCB,JH,2013,1,"2,6"
S04,JK,2014,1,"1,4"
BSC,JKL,2020,1,1
BVB,JKLO,2015,1,"1,2"
VFB,JKR,2016,1,"1,6"
BSC,JLU,2015,1,"0,8"
FCA,JLU,2012,1,"1,6"
RBL,JMA,2021,1,"1,29"
FSVM,JML,2019,1,"1,2"
FCB,JN,2023,1,"1,8"
RBL,JN,2021,1,"0,8"
TSGH,JN,2019,1,"0,8"
HSV,JZ,2015,1,"0,4"
FSVM,KH,2015,1,"0,8"
BMG,LFA,2015,1,0
BVB,LFA,2020,1,"0,8"
VFLW,LGK,2012,1,1
SGF,LPR,2013,1,"0,67"
FCA,MBA,2019,1,"1,4"
S04,MBA,2020,1,"0,4"
TSGH,MBAB,2012,1,"0,2"
SGF,MBÜ,2013,1,"0,6"
H96,MF,2015,1,"0,6"
VFLW,MF,2021,1,"0,2"
FCK,MG,2021,1,"0,4"
HSV,MG,2018,1,"0,2"
TSGH,MG,2015,1,1
FCI,MHE,2016,1,"0,2"
FCN,MK,2019,1,"0,2"
FCKA,MKU,2012,1,"0,4"
TSGH,MKU,2013,1,"0,8"
HSV,MOE,2011,1,"0,2"
BMG,MR,2021,1,"1,2"
BVB,MR,2022,1,"1,8"
FCA,MSC,2020,1,"0,2"
FSVM,MSC,2017,1,1
VFLW,MSC,2018,1,"0,8"
H96,MSL,2013,1,"0,8"
HSV,MSL,2014,1,"0,2"
SCF,MSO,2012,1,"0,6"
VFLW,MVB,2021,1,0
FCA,MW,2022,1,"1,2"
FCA,MW,2016,1,"1,6"
S04,MW,2017,1,"1,2"
VFB,MW,2019,1,"0,4"
VFB,MWI,2022,1,"1,2"
FCB,NK,2019,1,"1,4"
SGE,NK,2018,1,"0,6"
SVD,NM,2016,1,0
SGE,OG,2023,1,"1,6"
VFLW,OG,2021,1,"1,4"
BSC,OR,2012,1,"0,8"
B04,PB,2021,1,"0,8"
BVB,PB,2017,1,"0,4"
BSC,PD,2021,1,1
BSC,PD,2019,1,"1,6"
FCB,PGU,2016,1,"2,6"
HSV,PKN,2015,1,0
VFB,PM,2022,1,"0,4"
BVB,PST,2018,1,"0,8"
FCK,PST,2017,1,"0,2"
SVD,RBER,2016,1,0
ABE,RBL,2021,2,"0,8"
DT,RBL,2021,2,2
JMA,RBL,2021,2,"0,8"
JN,RBL,2019,2,"2,6"
MR,RBL,2022,2,2
RR,RBL,2018,2,"1,6"
HSV,RC,2013,1,0
HSV,RC,2011,1,"1,2"
S04,RDM,2015,1,2
B04,RDU,2012,1,"0,6"
SVW,RDU,2014,1,"0,2"
FCI,RHA,2016,1,"0,2"
RBL,RHA,2018,1,"1,4"
B04,ROS,2017,1,"1,2"
FCN,RPR,2013,1,"0,25"
RBL,RR,2019,1,"1,6"
S04,RR,2011,1,"1,8"
BSC,RW,2012,1,"0,8"
ABR,S04,2015,2,3
CG,S04,2020,2,"0,6"
DGR,S04,2021,2,"0,8"
DT,S04,2017,2,"1,8"
DWA,S04,2019,2,2
HS,S04,2019,2,"0,8"
HS,S04,2011,2,2
JK,S04,2012,2,1
MBA,S04,2020,2,"0,6"
MW,S04,2016,2,0
RDM,S04,2014,2,"1,8"
TR,S04,2022,2,"0,6"
CST,SCF,2012,2,1
AH,SGE,2018,2,"0,8"
AVE,SGE,2015,2,0
DTO,SGE,2023,2,"1,5"
NK,SGE,2016,2,"0,6"
OG,SGE,2021,2,"0,8"
TS,SGE,2014,2,"1,2"
FKR,SGF,2013,2,"0,8"
LPR,SGF,2013,2,"0,67"
TSGH,SH,2022,1,"0,4"
B04,SHY,2014,1,"0,8"
B04,SLE,2014,1,"2,6"
B04,SLE,2013,1,3
FCK,SOL,2012,1,"0,2"
BSC,SS,2023,1,"0,4"
FSVM,SS,2019,1,0
NM,SVD,2016,2,"0,8"
RBER,SVD,2016,2,0
TFR,SVD,2016,2,"0,8"
ANO,SVW,2016,2,"1,4"
FKO,SVW,2017,2,"1,8"
RDU,SVW,2013,2,0
VS,SVW,2014,2,"1,8"
B04,TK,2017,1,1
BSC,TK,2022,1,0
H96,TK,2015,1,"0,4"
VFLB,TR,2022,1,0
H96,TS,2016,1,0
SGE,TS,2015,1,2
SVW,TS,2013,1,"0,6"
VFB,TSCH,2014,1,"0,2"
ABR,TSGH,2022,2,"1,8"
AS,TSGH,2019,2,1
FKR,TSGH,2012,2,0
HS,TSGH,2015,2,"0,8"
JN,TSGH,2016,2,"1,4"
MBAB,TSGH,2012,2,"1,2"
MG,TSGH,2013,2,"1,6"
MKU,TSGH,2012,2,"0,8"
MRA,TSGH,2020,2,"2,25"
PM,TSGH,2023,2,0
BVB,TT,2017,1,"2,2"
FSVM,TT,2014,1,"1,8"
DSC,UN,2021,1,"0,2"
AVE,VFB,2014,2,"0,2"
AZO,VFB,2015,2,"1,6"
BLAB,VFB,2022,2,"0,4"
HS,VFB,2014,2,"1,6"
HS,VFB,2014,2,"1,4"
JKR,VFB,2015,2,"1,6"
JLU,VFB,2016,2,0
MW,VFB,2018,2,"0,6"
MWI,VFB,2022,2,"1,8"
NW,VFB,2019,2,"1,75"
SH,VFB,2023,2,"1,6"
TK,VFB,2018,2,"2,6"
TSCH,VFB,2013,2,"2,2"
TL,VFLB,2022,2,"1,2"
AJO,VFLW,2017,2,"1,6"
BLAB,VFLW,2018,2,"0,4"
DH,VFLW,2012,2,"1,4"
FKO,VFLW,2021,2,"1,4"
LGK,VFLW,2012,2,2
MF,VFLW,2021,2,"0,2"
MSC,VFLW,2017,2,1
MVB,VFLW,2021,2,"2,6"
NK,VFLW,2022,2,"0,4"
OG,VFLW,2019,2,"1,8"
VIS,VFLW,2016,2,"0,8"
VFLW,VIS,2017,1,"0,6"
SVW,VS,2016,1,"0,8"
OM,JS,2022,1,"1,8"
IT,OM,2022,2,"2,6"
PSG,MP,2022,1,"1,8"
CGA,PSG,2022,2,"2,6"
OL,PB,2022,1,"0,2"
LB,OL,2022,2,"1,4"
AJA,JMF,2022,1,"0,8"
MPA,AJA,2022,2,"0,5"
SB29,MDZ,2022,1,"0,4"
BGR,SB29,2022,2,"1,4"
SREI,OGA,2022,1,"0,6"
WS,SREI,2022,2,"1,8"
MHSC,OD,2022,1,"0,6"
RPI,MHSC,2022,2,1
AJA,MPA,2022,1,"0,5"
CP,AJA,2022,2,"0,8"
ET,BI,2022,1,"0,6"
CRO,ET,2022,2,0
ET,CRO,2022,1,0
PK,ET,2022,2,1
ASCO,GB,2022,1,0
ABO,ASCO,2022,2,0
SB29,BGR,2023,1,"0,8"
ERO,SB29,2023,2,"1,4"
OGCN,LFA,2023,1,"1,6"
DDI,OGCN,2023,2,"2,6"
RCS,JST,2023,1,"0,4"
MLS,RCS,2023,2,"1,4"
MHSC,RPI,2023,1,"0,6"
MDZ,MHSC,2023,2,"2,6"
RCS,MLS,2023,1,"1,2"
FA,RCS,2023,2,"1,6"
ASCO,ABO,2023,1,"0,4"
AD,ASCO,2023,2,"0,8"
FCNA,AK,2023,1,"0,4"
PAR,FCNA,2023,2,"0,8"
ASM,PCL,2023,1,"0,8"
AH,ASM,2023,2,"2,2"
OM,IT,2023,1,"0,6"
MAR,OM,2023,2,"1,8"
RCS,FA,2023,1,"1,6"
PV,RCS,2023,2,"1,4"
TOUFC,PMO,2023,1,"1,4"
CM,TOUFC,2023,2,"1,2"
PSG,CGA,2023,1,2
LEN,PSG,2023,2,"1,6"
OGCN,DDI,2023,1,2
FFA,OGCN,2023,2,"1,8"
FCGB,JLG,2021,1,"1,8"
VP,FCGB,2021,2,"0,4"
ASSE,JSA,2021,1,"0,6"
PDU,ASSE,2021,2,"1,2"
ASM,SN,2022,1,2
PHC,ASM,2022,2,"1,6"
ET,LBA,2022,1,"0,8"
BI,ET,2022,2,"0,8"
FCGB,JP,2022,1,"0,6"
DGU,FCGB,2022,2,"0,4"
OGCN,CGA,2022,1,"2,4"
LFA,OGCN,2022,2,1
FCL,CP,2022,1,"0,4"
RLB,FCL,2022,2,2
LOSC,JGO,2022,1,"1,4"
PF,LOSC,2022,2,"1,4"
FCME,FA,2022,1,"1,4"
LBO,FCME,2022,2,"1,6"
FCGB,PS,2020,1,"1,2"
JLG,FCGB,2020,2,"1,2"
FCME,VH,2020,1,"1,4"
FA,FCME,2020,2,"1,8"
DFCO,SJ,2020,1,"0,6"
DLI,DFCO,2020,2,"1,2"
OGCN,PV,2020,1,"1,4"
AUR,OGCN,2020,2,1
FCNA,CHG,2020,1,1
PCO,FCNA,2020,2,"0,5"
FCNA,PCO,2020,1,"0,5"
RDO,FCNA,2020,2,"0,6"
PSG,TT,2020,1,2
MP,PSG,2020,2,2
OM,AVB,2021,1,"0,8"
NL,OM,2021,2,"1,2"
NO,JEA,2021,1,"0,6"
PPL,NO,2021,2,2
FCNA,RDO,2021,1,"0,4"
AK,FCNA,2021,2,"1,6"
FCSR,JST,2021,1,"0,2"
PBI,FCSR,2021,2,0
FCSR,PBI,2021,1,0
BG,FCSR,2021,2,2
OM,NL,2021,1,"1,2"
JS,OM,2021,2,2
RCS,TLA,2021,1,1
JST,RCS,2021,2,"0,8"
MHSC,MDZ,2021,1,"1,4"
OD,MHSC,2021,2,"1,4"
OL,RG,2021,1,"1,8"
PB,OL,2021,2,"1,6"
OGCN,AUR,2021,1,"1,8"
CGA,OGCN,2021,2,"2,2"
ASCO,GB,2021,1,"0,6"
SMO,ASCO,2021,2,"2,2"
SREI,DGU,2021,1,"0,2"
OGA,SREI,2021,2,"1,2"
SB29,OD,2021,1,"0,8"
MDZ,SB29,2021,2,"0,6"
LOSC,CGA,2021,1,"2,6"
JGO,LOSC,2021,2,1
ASSE,GPR,2019,1,"0,8"
CPU,ASSE,2019,2,"2,6"
CHG,FCNA,2019,2,2
FCNA,VHA,2019,1,"1,6"
RG,OL,2019,2,2
OL,SY,2019,1,"0,4"
AK,TOUFC,2019,2,"0,6"
TOUFC,ACAS,2019,1,"0,4"
RMO,ASM,2020,2,"0,8"
ASM,LJ,2020,1,2
DZ,TOUFC,2020,2,"0,2"
TOUFC,AK,2020,1,0
NO,BB,2020,1,"1,2"
JEA,NO,2020,2,1
ASM,RMO,2020,1,"1,6"
NK,ASM,2020,2,2
AMI,CP,2019,1,"1,2"
LE,AMI,2019,2,"0,8"
DFCO,AK,2019,1,"1,2"
DLI,DFCO,2019,2,"1,2"
OL,BG,2019,1,"2,6"
SY,OL,2019,2,"1,6"
ASSE,JLG,2019,1,2
CPU,ASSE,2019,2,"2,6"
OM,RG,2019,1,"1,4"
AVB,OM,2019,2,2
FCGB,EBED,2019,1,"0,8"
PS,FCGB,2019,2,1
SREI,SDE,2019,1,"2,2"
OGA,SREI,2019,2,"1,2"
ASM,THE,2019,1,"0,4"
LJ,ASM,2019,2,"2,2"
FCSR,SLA,2018,1,1
JST,FCSR,2018,2,"2,4"
EAG,AK,2018,1,"0,6"
JGO,EAG,2018,2,"0,8"
ASM,LJ,2018,1,"0,4"
THE,ASM,2018,2,"0,8"
FCNA,MCAR,2018,1,1
VHA,FCNA,2018,2,2
FCGB,GPO,2018,1,"2,4"
EBED,FCGB,2018,2,"1,4"
FCME,FRHA,2018,1,"0,2"
FA,FCME,2018,2,"1,8"
TOUFC,MDE,2018,1,"0,8"
ACAS,TOUFC,2018,2,2
SMC,PG,2018,1,"0,4"
FM,SMC,2018,2,"1,2"
OGCN,LFA,2018,1,"1,4"
PV,OGCN,2018,2,"1,4"
PSG,UM,2018,1,"1,2"
TT,PSG,2018,2,3
FCNA,CR,2018,1,1
MCAR,FCNA,2018,2,1
FCGB,EBED,2018,1,"1,2"
GPO,FCGB,2018,2,2
TOUFC,PDU,2018,1,"0,2"
MDE,TOUFC,2018,2,"1,6"
FCGB,JGO,2018,1,"0,6"
EBED,FCGB,2018,2,"1,4"
LOSC,FDC,2018,1,"1,4"
CGA,LOSC,2018,2,"1,2"
ASSE,JSA,2018,1,"0,4"
JLG,ASSE,2018,2,"1,8"
SREN,CHG,2017,1,"1,8"
SLA,SREN,2017,2,2
ASSE,OGA,2017,1,"0,8"
JSA,ASSE,2017,2,"0,4"
LOSC,MBI,2017,1,"1,2"
FDC,LOSC,2017,2,"1,2"
SREN,RCO,2016,1,"1,4"
SLA,SREN,2016,2,2
OM,FPA,2016,1,"1,6"
RG,OM,2016,2,1
FCL,SRI,2016,1,"0,6"
FHA,FCL,2016,2,"0,5"
FCL,FHA,2016,1,"0,2"
BCA,FCL,2016,2,1
LOSC,FA,2016,1,"0,6"
PCO,LOSC,2016,2,2
FCNA,RGI,2016,1,"0,4"
SECO,FCNA,2016,2,"2,4"
MHSC,FRHA,2017,1,"0,8"
JLG,MHSC,2017,2,"1,8"
LOSC,PCO,2017,1,"0,8"
FPA,LOSC,2017,2,"1,6"
SCB,FCIC,2017,1,"0,4"
RA,SCB,2017,2,"0,4"
MHSC,JLG,2017,1,0
MDZ,MHSC,2017,2,"0,8"
FCNA,SECO,2017,1,"1,8"
CR,FCNA,2017,2,"1,4"
ASSE,CGA,2017,1,"0,8"
JSA,ASSE,2017,2,"0,4"
LOSC,FPA,2017,1,"1,8"
MBI,LOSC,2017,2,1
OM,MBI,2015,1,"2,4"
FPA,OM,2015,2,0
OM,FPA,2015,1,0
MI,OM,2015,2,"1,6"
LOSC,HR,2015,1,"1,2"
PCO,LOSC,2015,2,1
LOSC,PCO,2015,1,1
FA,LOSC,2015,2,2
ET,JMF,2015,1,"0,2"
CRO,ET,2015,2,1
MHSC,RCO,2015,1,"1,4"
PBA,MHSC,2015,2,0
OL,HFO,2015,1,"0,2"
BG,OL,2015,2,"1,4"
SREN,PMO,2016,1,"1,8"
RCO,SREN,2016,2,"1,4"
MHSC,PBA,2016,1,0
FRHA,MHSC,2016,2,2
SCB,GPR,2016,1,"1,4"
FCIC,SCB,2016,2,"2,4"
ET,CRO,2016,1,"0,6"
MBR,ET,2016,2,"0,6"
TOUFC,DARR,2016,1,"0,4"
PDU,TOUFC,2016,2,2
FCGB,WSA,2016,1,1
URA,FCGB,2016,2,"1,6"
OM,MI,2016,1,"0,4"
FPA,OM,2016,2,"1,8"
SREI,OGU,2016,1,"0,6"
DGU,SREI,2016,2,"1,8"
PSG,LB,2016,1,"2,6"
UM,PSG,2016,2,2
FCNA,MDZ,2016,1,"0,8"
RGI,FCNA,2016,2,"0,8"
ET,MBR,2016,1,"0,8"
JLGA,ET,2016,2,1
OGCN,CPU,2016,1,2
LFA,OGCN,2016,2,"2,2"
FCGB,URA,2016,1,"1,4"
JGO,FCGB,2016,2,"1,8"
EAG,JGO,2016,1,1
AK,EAG,2016,2,"1,6"
SCB,CMAK,2014,1,"0,6"
GPR,SCB,2014,2,"0,8"
TOUFC,ACAS,2015,1,"0,8"
DARR,TOUFC,2015,2,2
SREI,JLV,2015,1,"0,8"
OGU,SREI,2015,2,"1,2"
LOSC,RGI,2015,1,"1,2"
PCO,LOSC,2015,2,"2,2"
ODA,FCSM,2013,2,"1,5"
FCSM,EH,2013,1,"0,2"
HR,FCSM,2013,2,"0,6"
FCSM,ODA,2013,1,"0,6"
AJ,FCV,2013,2,"1,2"
FCV,DSA,2013,1,"0,2"
CBR,ACA,2013,2,"0,4"
ACA,FRA,2013,1,"0,2"
RCO,MHSC,2013,2,"1,6"
MHSC,JF,2013,1,"0,6"
JAN,OM,2013,2,"1,6"
OM,EB,2013,1,"1,8"
WSA,FCGB,2014,2,2
FCGB,FGI,2014,1,"1,6"
OM,DD,2012,1,"1,4"
EB,OM,2012,2,3
FCET,PCOR,2012,1,"0,2"
PDU,FCET,2012,2,"1,4"
ACA,ADU,2012,1,1
AEM,ACA,2012,2,"1,2"
ASL,JF,2013,1,"0,8"
PGA,ASL,2013,2,"1,4"
SB29,LCH,2013,1,"0,8"
CMA,SB29,2013,2,0
ACA,AEM,2013,1,1
FRA,ACA,2013,2,"0,6"
LOSC,RG,2013,1,"1,2"
RGI,LOSC,2013,2,"1,4"
MHSC,RGI,2013,1,"0,8"
JF,MHSC,2013,2,"1,2"
PSG,CA,2013,1,"2,6"
UM,PSG,2013,2,2
FCSR,FA,2013,1,"0,8"
PMO,FCSR,2013,2,"1,6"
OGCN,RMAR,2012,1,1
CPU,OGCN,2012,2,"1,2"
DFCO,PCA,2012,1,"0,4"
OD,DFCO,2012,2,"0,8"
SB29,CMA,2012,1,"1,6"
LCH,SB29,2012,2,"1,2"
ACA,OPA,2012,1,"1,4"
ADU,ACA,2012,2,"1,4"
SB29,ADU,2012,1,"0,6"
CMA,SB29,2012,2,"1,6"
AJA,LFO,2012,1,"0,6"
JGW,AJA,2012,2,"0,8"
FCSM,MEBA,2012,1,"0,4"
EH,FCSM,2012,2,"1,8"
PSG,AK,2012,1,2
CA,PSG,2012,2,"2,2"
FCET,BCA,2012,1,"1,2"
PCOR,FCET,2012,2,1
SMC,FD,2011,1,"0,8"
PG,SMC,2011,2,"1,2"
OGCN,ERO,2011,1,1
RMAR,OGCN,2011,2,"1,2"
AA,EMFC,2019,2,"1,4"
AA,GCFC,2019,2,1
AA,ASR,2013,2,2
AAG,CCA,2021,2,"0,67"
AAL,JU,2012,2,"2,4"
ABL,GCFC,2021,2,1
AC,IM,2019,2,3
AC,JU,2012,2,2
ACF,GI,2021,1,"1,2"
ACF,CPR,2021,1,"0,8"
ACF,GI,2020,1,1
ACF,VMO,2019,1,"0,2"
ACF,SPI,2019,1,"0,6"
ACF,PS,2017,1,1
ACF,VMO,2014,1,3
ACF,DR,2012,1,"1,6"
ACF,DR,2012,1,"1,2"
ACF,SM,2011,1,1
ACMI,MGI,2019,1,"1,2"
ACMI,GG,2019,1,"2,4"
ACMI,VMO,2017,1,"1,4"
ACMI,CB,2016,1,1
ACMI,SM,2016,1,"0,4"
ACMI,FI,2014,1,"1,8"
ACMI,MT,2014,1,1
ACMI,CS,2014,1,"1,8"
ACMO,GST,2022,1,"0,2"
ACNS,SCO,2012,1,"0,8"
ACNS,GSA,2012,1,"0,4"
ADI,USSA,2021,2,"0,8"
AMA,USSA,2014,2,0
AMA,PFC,2013,2,1
AMA,GCFC,2012,2,"0,67"
ANMA,GCFC,2017,2,"0,8"
ANSO,UCA,2021,2,2
API,JU,2020,2,"1,8"
ASH,GCFC,2020,2,"0,2"
ASO,VFC,2021,2,1
ASR,PF,2021,1,"1,4"
ASR,EDF,2019,1,2
ASR,CR,2019,1,"1,6"
ASR,LSP,2017,1,"2,4"
ASR,RG,2016,1,"1,4"
ASR,ERE,2014,1,"1,6"
ASR,ZZ,2013,1,"0,4"
ASR,AA,2013,1,2
ASR,LEN,2012,1,"0,6"
AST,UCA,2014,2,"2,4"
AST,IM,2012,2,"2,2"
AT,ERE,2016,1,"1,6"
AT,STCO,2015,1,"0,6"
ATE,NFC,2012,2,"1,6"
BC,ECO,2020,1,"0,2"
BC,ECO,2019,1,"0,2"
BC,FG,2019,1,0
BEC,MB,2017,1,0
FCBO,SM,2022,1,"0,6"
BM,PFC,2011,2,"1,4"
CA,SSCN,2014,2,"2,4"
CAFC,LDC,2013,1,"0,8"
CAFC,RMA,2014,1,"1,2"
CAFC,RMA,2014,1,0
CAFC,VMO,2012,1,"0,4"
CB,USSA,2017,2,"0,8"
CB,ACMI,2016,2,"1,6"
CB,PC36,2013,2,0
CBE,PC36,2012,2,"1,2"
CC,MFI,2012,1,"0,4"
CCA,WM,2021,1,"0,6"
CCA,LS,2020,1,"0,4"
CCA,EDF,2021,1,"0,2"
CCA,WZ,2020,1,"0,8"
CCA,RMA,2020,1,"0,4"
CCA,DL,2018,1,"1,4"
CCA,MARA,2017,1,"0,6"
CCA,GIF,2014,1,2
CCA,ZZ,2014,1,"0,4"
CCA,GZO,2015,1,"0,2"
CCA,ZZ,2015,1,"0,2"
CCA,DL,2014,1,"0,6"
CCA,IP,2014,1,1
CCA,IP,2013,1,1
CCA,DB,2012,1,"0,8"
CCA,MFI,2011,1,"0,6"
CCA,RODO,2011,1,"0,2"
CPR,ACF,2020,2,"0,4"
CPR,GCFC,2018,2,1
CR,SAG,2019,2,"1,2"
CR,ASR,2019,2,"1,4"
CR,IM,2011,2,"1,4"
CS,ACMI,2014,2,2
CVE,LDA,2018,1,"0,2"
CVE,GPV,2018,1,"0,25"
CVE,RMA,2018,1,"0,4"
CVE,ECO,2014,1,"0,2"
CVE,GSA,2013,2,"0,8"
CVE,DDC,2012,1,0
CVE,ECO,2013,1,"1,2"
DAR,FCCE,2011,2,"1,8"
DB,USC,2023,2,"0,4"
DB,GCFC,2020,2,"1,6"
DB,GCFC,2017,2,"1,6"
DB,PFC,2016,2,"0,8"
DB,PFC,2016,2,"1,6"
DB,FCBO,2014,2,"1,2"
DB,GCFC,2013,2,"1,8"
DB,CCA,2011,2,1
DBO,PFC,2017,2,"1,6"
DDC,CVE,2018,2,1
DDC,FCCE,2014,2,"0,2"
DDC,USLI,2014,2,"1,4"
DEM,PFC,2011,2,2
DL,BC,2020,2,"0,4"
DL,CCA,2017,2,"1,8"
DL,PFC,2017,2,1
DL,CCA,2013,2,"1,2"
DN,USS,2021,2,"0,6"
DN,FCT,2021,2,"1,4"
DN,GCFC,2019,2,1
DN,UCA,2018,2,1
DN,USLI,2014,2,0
DR,SAG,2012,2,"1,4"
DR,ACF,2011,2,1
DST,SAG,2022,2,"0,8"
ECO,BC,2019,2,0
ECO,PFC,2016,2,"0,8"
ECO,CVE,2013,1,"1,2"
ECO,CVE,2012,2,"1,4"
EDF,HV,2021,2,0
EDF,CCA,2020,2,"1,4"
EDF,SAG,2019,2,"0,6"
EDF,ASR,2017,2,"2,4"
EDF,USSA,2014,2,"0,8"
EMFC,AA,2021,1,"1,4"
EMFC,AA,2018,1,"0,2"
EMFC,GI,2019,1,"0,8"
EMFC,MGI,2016,1,"1,4"
EMFC,MS,2014,1,"0,8"
EMO,NFC,2012,2,1
ERE,AT,2015,2,"1,2"
ERE,LR,2014,2,"2,2"
FACA,FCCA,2015,2,"0,8"
FAL,PC,2020,2,"0,8"
FCAL,MLO,2018,1,"0,4"
FCBO,FI,2019,1,"0,4"
FCBO,RODO,2018,1,"0,2"
FCBO,DR,2015,1,"0,6"
FCBO,SPI,2014,1,"0,8"
FCBO,PIB,2011,1,"0,2"
FCCA,GSA,2015,1,"0,8"
FCCA,FACA,2015,1,"0,4"
FCCE,PIB,2014,1,"0,4"
FCCE,DAR,2012,1,"0,2"
FCCE,MGI,2011,1,"0,6"
FCCR,GST,2021,1,0
FCCR,WZ,2018,1,"1,4"
FCCR,DN,2017,1,"1,2"
FCT,DN,2021,1,"0,6"
FCT,MGI,2021,1,"1,2"
FCT,MLO,2020,1,"0,6"
FCT,WM,2020,1,"1,2"
FCT,SM,2018,1,"1,2"
FCT,GPV,2016,1,"0,6"
FDB,IM,2016,2,2
FG,BC,2019,2,0
FI,FCBO,2018,2,"0,8"
FI,LR,2016,2,"1,4"
FI,ACMI,2014,2,"1,6"
FLO,SP,2023,2,3
FPE,HV,2016,2,"0,4"
GBS,PFC,2016,2,"1,5"
GC,HV,2021,2,1
GC,UCA,2020,2,1
GCFC,ASH,2021,1,"0,4"
GCFC,DB,2020,1,"0,8"
GCFC,RMA,2020,1,"0,4"
GCFC,DN,2020,1,"1,8"
GCFC,TM,2019,1,"0,4"
GCFC,AA,2019,1,"0,2"
GCFC,DB,2018,1,"1,8"
GCFC,IJ,2018,1,"0,2"
GCFC,CPR,2019,1,"0,8"
GCFC,IJ,2017,1,"0,8"
GCFC,IJ,2017,1,"0,4"
GCFC,ANMA,2017,1,"0,6"
GCFC,GPG,2016,1,"1,2"
GCFC,FAL,2013,1,"0,8"
GCFC,LDC,2012,1,"1,2"
GCFC,LUD,2013,1,1
GCFC,AMA,2012,1,"0,6"
GCFC,PMAR,2012,1,"0,6"
GCFC,AMA,2011,1,"1,2"
GG,SSCN,2019,2,"0,6"
GG,SSCN,2018,2,"0,6"
GG,ACMI,2017,2,1
GG,ACMI,2016,2,1
GI,ACF,2021,2,1
GI,ACF,2019,2,"1,6"
GI,EMFC,2018,2,2
GI,USSA,2017,2,2
GI,UCA,2016,2,"1,4"
GI,PFC,2016,2,"0,33"
GI,ACNS,2012,2,"0,6"
GIF,CCA,2015,2,"1,4"
GIMA,EMFC,2016,2,"0,8"
GPG,AT,2016,2,"0,6"
GPG,GCFC,2013,2,2
GPG,PFC,2012,2,1
GPG,PFC,2013,2,"0,5"
GPV,CVE,2018,2,"0,25"
GSA,FCCA,2015,2,"0,8"
GSA,PFC,2013,2,"1,6"
GSA,CVE,2013,2,"0,8"
GSA,PFC,2012,2,"0,8"
GST,FCCR,2018,2,"0,2"
GT,PFC,2016,2,"0,67"
GZO,CCA,2014,2,"1,4"
HV,GC,2022,1,"0,6"
HV,SBO,2022,1,0
HV,MZ,2023,1,"0,8"
HV,IT,2021,1,1
